ItemID,Condition,Word,WordID,SurprisalGPT2,TargetRegion
9,b_imp, colleagues,2,9.8416748046875,declined to join them
9,b_imp, asked,3,5.177342414855957,declined to join them
9,b_imp, him,4,1.476790428161621,declined to join them
9,b_imp, to,5,1.0717837810516357,declined to join them
9,b_imp, join,6,4.83809232711792,declined to join them
9,b_imp, them,7,0.7189818024635315,declined to join them
9,b_imp, on,8,2.3129286766052246,declined to join them
9,b_imp, a,9,1.2526930570602417,declined to join them
9,b_imp, whiskey,10,11.338937759399414,declined to join them
9,b_imp, tasting,11,1.4792894124984741,declined to join them
9,b_imp,.,12,2.030757427215576,declined to join them
9,b_imp, Tony,13,8.16075325012207,declined to join them
9,b_imp, saw,14,6.145831108093262,declined to join them
9,b_imp, it,15,3.298860549926758,declined to join them
9,b_imp, was,16,2.3072469234466553,declined to join them
9,b_imp, outside,17,9.058748245239258,declined to join them
9,b_imp, the,18,1.6121840476989746,declined to join them
9,b_imp, city,19,5.108639240264893,declined to join them
9,b_imp,.,20,2.7982687950134277,declined to join them
9,b_imp, He,21,1.3383232355117798,declined to join them
9,b_imp, declined,22,7.598298072814941,declined to join them
